"edad","reclamaciones","cobertura","salud","credito","cambio_aseguradora","actividad","conduccion","ubicacion","dependientes","ingreso","experiencia","pagos_puntuales","pagos_primas","clase1","clase2"
19,2,2,1,900,2,2,2,2,2,64434,10,29.99,18067.24,2,1
58,0,1,3,674,0,1,2,2,2,35176,17,95.68,15444.16,2,2
30,2,3,3,585,0,2,1,1,4,45599,40,98.75,7831.08,2,1
49,2,3,3,623,2,4,0,3,4,63978,28,69.55,2286.45,3,3
28,0,1,1,670,0,2,0,2,1,38219,17,50.74,5638.48,2,1
40,3,3,3,679,0,1,1,1,1,32279,31,67.89,10731.24,2,1
57,2,2,2,726,2,2,0,3,0,31127,24,52.18,1432.73,1,2
57,1,3,2,521,0,1,1,3,1,64385,36,34.15,19392.37,2,2
76,0,2,1,745,0,1,2,2,4,29665,14,22.03,19637.93,2,3
23,1,2,3,622,0,1,0,2,5,27923,18,34.27,10121.83,1,1
22,2,1,2,638,0,2,0,1,3,31793,11,6.36,19154.86,2,3
46,1,2,3,629,0,4,2,2,5,57243,11,32.53,1696.82,3,1
58,0,1,3,605,0,2,1,1,0,49620,24,55.28,14290.27,2,2
58,0,2,2,700,0,2,2,3,5,76400,16,54.53,11584.45,2,3
54,0,2,1,630,0,2,1,2,0,53756,0,97.96,11884.23,2,3
65,3,3,2,748,2,3,2,1,3,47802,5,83.4,8018.06,3,1
77,3,1,1,603,2,3,2,2,0,51698,3,67.3,4372.37,2,1
59,0,2,1,663,2,1,0,2,3,44200,20,18.71,1537.61,1,1
18,1,3,3,651,1,2,0,3,4,39155,15,31.53,12069.39,3,1
27,3,1,3,685,0,2,1,3,3,22818,15,92.19,13142.2,2,2
19,3,2,2,676,2,2,0,3,1,25934,19,90.79,3534.33,2,3
52,3,1,1,715,2,4,2,1,4,39601,9,79.95,403.03,2,1
62,3,2,3,715,1,2,2,2,5,46648,26,54.28,10632.13,2,1
80,1,3,2,627,0,1,0,3,1,33737,0,15.31,1343.67,2,3
56,3,2,3,383,1,4,0,3,0,18663,17,46.2,13745.9,2,2
30,3,3,2,681,1,2,2,3,3,17838,32,30.78,13052.68,3,3
71,3,2,2,735,0,3,0,3,2,63252,35,82.42,12945.68,2,2
45,1,1,3,752,1,3,0,1,2,40843,30,8.17,3043.76,3,1
32,0,2,1,687,1,1,1,3,3,44574,27,94.18,19107.19,2,3
23,2,2,1,644,1,1,0,3,0,580,20,96.1,5130,2,3
78,0,1,1,654,0,1,1,2,0,57084,13,36.46,4768.61,2,2
32,2,1,2,595,2,3,0,2,5,32401,34,68.02,18117.21,3,3
51,1,3,1,479,0,1,0,2,1,3026,29,93.07,3374.03,2,1
66,0,3,1,518,1,2,0,2,3,48985,34,53.36,17811.43,3,1
52,0,3,3,693,0,4,2,1,2,53428,27,96.12,3815.41,3,1
74,3,2,3,658,0,2,0,3,5,29298,28,63.05,16924.91,2,1
67,3,1,2,735,1,2,2,1,3,32862,15,32.74,1938.27,1,1
27,2,2,2,616,1,2,1,2,5,30324,33,47.5,1366.88,1,3
29,2,2,2,662,2,1,1,1,2,38591,12,93.19,8785.4,2,1
25,2,3,1,601,0,4,0,2,5,46156,8,84.4,16193.36,2,1
25,2,1,1,524,1,4,2,1,3,33157,10,41.29,19040.03,2,1
77,3,3,3,843,2,3,2,3,5,61798,31,44.46,19142.52,3,1
58,0,2,3,609,1,4,2,1,4,25264,32,30.97,17881.33,3,1
21,1,2,1,683,1,2,0,3,3,54316,20,60.66,2551.65,2,1
69,0,1,2,686,0,4,1,1,0,51785,24,53.68,13333.64,2,2
32,3,2,1,777,0,2,1,1,2,22841,37,86.11,6878.35,2,1
34,2,2,3,611,0,4,2,3,0,31257,19,52.96,1720.98,2,3
44,3,1,3,628,0,2,1,2,1,41100,38,10.63,15451.94,1,2
51,1,2,1,616,2,4,0,3,4,18691,3,99.56,10487.58,3,3
44,3,2,2,744,1,3,1,2,0,21544,29,97.38,3589.47,2,3
24,0,2,1,589,2,4,1,1,1,44464,10,23.12,7504.13,2,1
44,3,2,1,563,1,3,2,3,2,29052,10,21.91,3234.6,2,3
30,0,1,1,613,0,4,1,2,4,27695,7,85.09,18662.66,2,2
25,0,3,3,705,2,4,2,1,2,33967,28,48.63,18361.38,3,1
42,1,2,1,661,0,2,2,2,2,29562,6,96.14,10720.37,2,3
70,1,1,2,754,2,3,2,3,5,48998,24,63.86,19389.6,1,3
70,1,1,3,656,0,2,2,2,0,33427,13,33.49,13918.3,2,2
71,1,2,2,558,1,4,1,2,2,43648,34,52.43,16314.97,3,1
43,0,1,1,760,2,2,2,2,0,26773,1,85.26,5381.21,1,1
34,2,1,1,742,1,2,1,2,0,41550,31,79.09,9852.57,1,2
29,3,3,2,530,0,2,1,3,4,54361,38,29.9,4726.18,2,3
62,3,1,3,680,2,3,1,1,3,51853,6,77.86,9553.61,3,1
33,2,1,3,610,0,1,2,3,5,56171,25,85.58,15417.33,2,2
27,1,1,2,906,2,4,2,3,5,55747,27,75.85,7879.63,3,2
22,2,3,1,525,1,4,1,3,2,39275,18,25.56,9287.31,3,3
64,0,1,2,315,1,2,2,2,3,41710,1,73.67,5573.08,2,1
23,3,3,2,669,1,2,1,2,5,5458,25,9.63,19927.14,2,1
38,0,1,3,684,0,4,1,2,0,19711,18,85.42,17374.37,2,1
34,1,3,3,677,1,2,0,1,4,31921,17,39.86,8223.8,2,1
43,1,3,3,529,1,2,2,3,0,20251,7,18.27,2909.24,2,3
54,2,1,1,586,1,4,2,2,5,51365,8,80.67,1742.79,2,1
60,2,1,3,657,1,4,0,2,0,50863,34,78.07,7521.92,2,2
48,0,1,3,573,1,1,0,3,5,29292,34,3.8,15768,1,3
65,0,3,2,663,0,4,2,3,5,43113,15,80.8,9415.52,2,3
29,3,3,2,558,2,3,2,1,3,56324,35,57.1,11011.39,3,1
46,2,3,3,638,1,1,1,1,0,43464,38,38.67,15230.45,2,1
60,1,2,3,654,1,4,1,3,1,35421,6,92.07,12294.42,3,2
41,0,3,1,562,1,1,0,2,2,35456,30,50.95,4013.9,1,1
25,0,2,1,704,1,2,1,2,0,47802,12,55.92,14847.79,2,3
18,2,3,3,543,1,3,0,1,0,28043,14,23.48,7262.88,3,1
40,2,2,1,790,1,3,2,2,4,34340,29,73.94,18542.94,3,1
52,0,1,3,892,2,4,0,2,3,48336,25,87.48,3791.67,3,1
63,2,3,3,809,2,1,1,1,2,60603,25,57,14042.54,3,1
79,1,2,3,802,0,1,1,1,3,44882,27,7.88,15146.19,1,2
27,1,2,2,556,1,4,2,3,5,47876,16,34.99,19210.44,3,2
45,2,2,2,631,1,4,1,3,0,55838,33,64.03,7430.25,3,3
69,1,2,1,439,0,1,2,1,4,29028,5,88.5,11103.2,2,1
40,0,1,2,723,2,2,2,2,3,59337,9,99.94,10611.5,2,1
32,3,3,1,537,2,1,0,2,0,41612,7,60.57,16034.61,3,2
56,3,2,1,650,2,1,0,1,5,26849,35,95.21,8280.32,3,1
46,0,1,3,658,0,4,0,3,4,7811,2,15.29,7187.56,3,2
72,3,3,2,759,0,4,1,1,4,33818,27,2.52,11795.74,2,1
39,3,2,3,847,1,4,0,2,4,47364,5,24.77,4954.97,2,3
74,3,1,1,733,0,4,1,2,5,52121,0,91.8,3336.94,2,1
33,0,1,1,667,0,4,2,3,4,55784,9,62.83,2237.02,2,2
48,2,1,2,595,2,3,0,1,3,43930,19,94,9367.88,3,1
29,2,2,1,648,1,2,0,3,2,51684,36,57.33,13265.32,1,3
37,3,3,1,880,0,2,1,2,0,48995,18,59.01,7892.01,1,1
26,3,3,1,583,1,3,1,3,0,36795,39,17.51,7580.88,3,1
45,1,3,2,655,1,2,2,2,0,60100,26,66.28,16356.15,3,1
20,3,3,3,608,1,3,2,1,5,44566,35,18.05,7248.39,2,3
68,3,2,1,513,0,1,2,1,1,35650,10,61.1,16013.9,2,1
62,2,1,3,911,2,3,1,2,2,24076,5,49.35,7811.61,2,3
78,2,2,1,523,0,1,0,3,5,50778,7,92.6,2991,2,1
57,0,2,3,754,0,3,0,3,0,21386,19,6.43,3070.65,2,3
74,3,1,3,667,2,1,2,3,3,44762,40,52.17,16755.42,1,3
77,2,3,2,603,0,4,0,3,0,39110,32,57.33,9075.48,2,3
66,3,2,3,643,2,2,0,1,2,60351,3,21.58,5450.59,2,2
76,3,2,3,610,0,2,1,3,5,34919,27,21.69,1349.97,2,3
21,1,2,2,719,1,1,0,1,3,57300,35,17.15,689.52,1,1
27,0,3,3,658,1,1,1,1,5,21618,28,71.33,17445.04,1,1
66,2,3,1,520,1,2,0,1,4,47968,7,43.19,12154.38,2,3
27,3,2,1,606,2,2,1,3,2,53020,29,54.03,6215.54,1,3
22,0,1,1,633,0,1,1,3,0,62767,21,31.56,12918.14,2,3
28,2,2,2,701,0,3,1,2,1,32091,33,85.94,10799.03,2,3
58,3,2,3,715,1,1,1,3,1,41300,18,48.93,12384.34,1,2
29,3,1,1,793,0,2,0,2,2,39107,2,27.42,8857.3,2,3
22,2,3,2,642,1,2,0,1,5,55213,3,52.91,18402.62,2,1
41,2,1,2,569,0,1,2,2,5,15547,3,13.13,6174.63,2,3
79,2,2,3,700,2,2,1,2,0,30046,12,55.81,12828.67,3,1
21,1,3,1,590,2,2,2,1,0,51087,4,91.93,7033.54,2,1
77,3,3,3,861,2,3,1,2,2,42748,18,56.28,3982.46,3,3
51,0,1,1,431,1,2,1,2,3,9613,20,13.34,11398.43,2,3
49,2,3,2,607,1,3,0,3,4,34069,5,2.61,13725.14,2,3
18,2,2,1,551,2,3,1,3,2,48459,40,70.4,5761.69,1,3
36,2,3,3,704,0,1,2,3,5,62970,11,84.14,17031.89,2,3
65,2,3,3,484,1,1,1,1,2,39608,35,83.63,7290.01,2,1
28,2,1,3,644,1,2,1,2,1,50221,18,32.19,3401.06,2,2
56,1,3,3,630,0,1,0,3,5,31551,39,32.41,8557.45,1,3
46,3,1,1,532,2,1,1,2,3,47262,21,57.85,13291.09,3,2
44,3,1,1,589,0,3,1,2,1,48782,39,79.43,15381.51,2,1
41,3,1,3,754,0,1,1,1,3,53984,29,53.26,17429.74,1,2
22,1,3,2,611,2,1,2,1,1,40783,38,57.6,14548.72,1,1
19,1,2,3,636,1,3,1,2,0,45883,18,84.17,5642.7,3,1
58,2,2,2,655,0,1,0,3,3,58428,21,94.93,16267.72,2,2
43,1,2,2,525,1,1,1,2,4,17692,4,54.01,5257.26,2,1
70,3,3,3,698,1,1,2,2,2,77305,4,7.8,14496.07,1,2
45,1,2,2,617,0,4,2,2,5,26423,1,86.43,18362.8,2,2
64,3,1,3,852,1,2,2,2,3,46294,28,24.05,17200.41,1,2
23,1,3,1,619,1,4,0,1,1,41074,35,74.45,19493.39,3,1
43,0,2,3,802,0,4,1,1,2,71489,36,25.07,5863.42,2,1
45,1,1,3,726,0,3,1,3,0,45382,34,88.38,4730.11,2,1
23,0,2,3,647,2,3,1,2,0,33928,33,27.8,2033.71,3,1
72,3,1,1,562,2,1,2,1,5,56411,40,62.06,13028.85,1,1
76,0,3,1,800,1,4,2,1,4,58109,40,1.73,5744.09,2,1
21,2,3,1,561,2,4,1,3,5,49190,3,47.76,10054.54,3,1
39,1,3,3,775,1,2,1,1,1,34186,5,66.29,7393.21,3,1
32,2,1,1,652,0,4,1,1,1,45224,23,26.66,18800.88,2,1
23,3,1,2,508,2,2,2,3,3,24714,32,67.88,1418.21,1,3
76,0,1,1,638,1,4,0,1,3,44374,37,78.75,2281.75,3,1
74,0,1,3,914,2,4,1,3,5,10972,18,93.36,2781.49,3,1
20,3,3,3,891,0,2,1,2,5,37742,28,85.02,17318.76,2,1
38,0,1,1,749,2,4,2,3,4,35607,11,77.62,12740.94,3,1
78,2,2,3,630,2,4,1,1,2,32940,16,0.59,7514.64,3,1
27,1,2,2,609,1,1,2,1,4,36906,32,9.64,7220.72,1,1
54,2,1,3,562,1,3,1,1,2,51225,9,11.9,12819.11,2,2
42,1,3,1,612,0,1,2,2,0,31797,35,4.53,13620.24,2,1
55,0,3,3,722,0,3,0,2,4,21451,19,58.36,833.48,1,1
45,0,3,3,671,1,3,0,1,1,43785,12,20.81,14620.97,3,1
18,3,2,1,471,2,3,0,2,1,34965,36,87.1,18968.19,2,3
52,2,3,3,839,1,4,2,2,5,30557,2,5.1,2602.85,3,1
57,2,2,3,606,2,1,2,2,5,42009,5,32,16278.38,2,3
19,0,3,2,772,1,3,0,2,5,50862,33,47.38,18485.49,2,3
63,2,3,3,676,2,4,1,2,1,23064,38,33.9,10802.49,3,1
36,2,2,2,590,2,3,2,3,0,37964,12,63.95,1337.37,3,3
43,1,2,1,619,0,2,1,2,5,15619,14,68.7,19255.15,2,3
50,0,3,1,827,0,4,0,3,4,43761,40,93.65,6716.64,2,3
40,0,3,3,662,0,4,2,3,4,68869,14,91.45,3330.89,3,1
20,1,2,2,761,2,3,2,2,1,19233,26,54.75,8864.55,1,1
54,3,1,3,729,2,4,0,2,1,43553,33,99.7,4457.56,2,2
41,3,2,3,542,1,2,2,3,2,48411,39,55.16,3361.25,2,3
78,2,2,1,593,1,3,2,3,4,48763,23,7.31,9629.69,2,3
76,2,1,2,627,0,3,1,1,4,52577,24,93.65,5393.34,2,1
49,3,1,3,540,2,2,0,3,0,75044,8,65.23,17395.34,2,2
30,1,3,3,571,0,4,1,3,5,16598,3,50.58,13254.1,3,2
26,1,1,2,824,1,3,1,3,0,15812,11,14.2,4088.35,2,3
34,0,2,1,687,2,2,1,3,4,34376,36,71.86,14954.98,2,3
64,3,3,3,676,2,4,0,3,5,32428,29,73.23,2699.4,3,3
31,2,3,1,797,1,4,1,2,5,27412,11,61.98,3207.25,3,1
66,3,3,3,773,0,3,2,3,3,48296,24,76.75,16374.93,2,1
66,3,3,1,615,0,4,0,2,1,37815,9,75.5,683.65,3,1
48,3,1,2,619,0,1,1,3,5,29669,18,88.31,19248.72,2,2
78,2,1,2,481,2,3,1,3,5,34410,10,91.07,19632.72,3,1
70,2,2,2,488,1,1,1,3,0,49906,10,43.41,696.82,2,3
25,1,1,3,760,2,2,0,1,1,23184,15,1.12,7417.11,1,1
54,1,3,3,676,2,4,1,1,1,10202,33,79.54,6016.98,3,1
29,3,2,2,673,0,2,0,1,3,54064,27,22.24,2957.05,1,1
69,3,2,3,529,0,4,1,3,2,66354,8,97,7023.85,3,3
37,2,2,1,569,0,4,1,2,1,40300,22,67.25,10770.76,2,1
22,3,1,3,638,0,3,2,1,2,45300,15,6.9,18729.37,2,2
73,1,1,2,634,1,2,0,1,2,56969,27,25.37,3907.66,1,1
74,2,1,1,732,1,3,2,1,4,47987,12,67.3,4850.51,2,1
67,3,3,3,762,1,2,1,3,5,17409,26,80.25,12560.5,2,1
57,3,2,2,791,0,4,0,1,4,38350,7,53.64,1550.13,2,1
68,3,1,1,622,1,1,2,1,5,47320,23,48.1,9448.64,1,1
52,2,1,1,693,0,4,1,1,3,56385,34,31.74,9255.95,2,3
22,0,3,2,701,0,1,1,3,1,43168,26,10.81,8742.36,2,3
25,1,3,2,618,2,1,1,2,1,35131,10,21.3,11123.29,1,1
61,0,2,2,739,2,3,2,1,3,40224,4,26.62,1796.17,3,1
54,3,3,2,676,2,3,1,1,1,38429,34,37.05,4302.57,1,3
72,1,3,2,750,1,4,1,2,5,36310,16,91.91,13061.9,2,1
43,1,3,2,714,0,1,2,1,0,12978,25,46.21,17599.88,3,1
77,2,1,3,721,1,4,1,3,1,67860,27,13.36,14477.11,2,2
42,2,3,2,469,1,1,1,2,1,59692,17,29.81,14744.08,1,1
64,3,1,2,697,1,3,2,2,3,51058,18,7.12,1977.14,1,1
73,1,3,2,615,0,1,0,2,4,12591,32,96.64,13264.58,2,1
59,3,1,3,570,2,4,1,3,3,52221,4,46.93,17266.42,1,1
39,0,2,2,811,0,3,2,2,3,8274,23,97.46,9716.29,3,1
48,3,3,1,524,2,4,1,1,0,41255,16,47.65,18124.78,3,1
71,3,1,2,782,2,3,2,3,1,31034,36,78.43,4207.9,3,3
69,2,2,2,659,1,4,0,1,2,48787,7,6.28,18835.1,1,3
26,1,3,2,459,2,4,2,1,0,37960,25,22.97,16252.32,3,1
26,2,3,2,684,2,3,2,3,3,40839,22,17.79,3283.56,3,3
70,0,2,1,425,0,3,0,3,0,36670,21,11.68,6349.67,2,3
34,3,1,2,709,0,3,2,1,0,36780,4,88.37,18663.49,2,1
58,3,1,3,773,2,3,0,2,1,41322,2,16.87,16971.31,1,3
59,1,3,3,643,1,1,1,2,4,41914,15,14.7,47.38,1,1
41,1,3,1,692,2,4,2,3,0,40871,12,21.98,5921.25,2,3
54,0,3,3,818,1,2,0,2,3,46395,20,32.84,5983.57,2,3
80,2,1,2,568,2,3,2,2,0,22122,31,31.54,14532.14,2,1
78,0,1,2,676,2,3,2,3,1,29253,25,88.51,12952.9,3,3
28,1,3,1,787,1,2,0,2,2,51806,28,32.09,3329.32,1,1
49,1,3,3,712,1,1,2,3,4,46289,23,11.94,9986.92,1,3
33,1,1,1,669,2,3,1,2,5,34535,30,0.7,18934.34,3,3
63,3,1,2,565,0,2,1,3,0,50028,37,1.68,19766.62,1,2
44,2,1,1,526,1,1,0,1,0,51779,20,87.23,9873.47,2,1
45,1,1,2,585,2,2,0,1,3,21587,17,17.51,2958.67,1,1
74,0,2,1,739,0,1,0,2,0,43382,7,47.67,7217,2,2
48,0,2,1,701,0,2,1,1,0,33612,34,73.45,19568.63,2,1
31,2,1,1,766,0,3,1,2,0,23871,0,89.17,4410.58,2,3
30,2,2,2,576,0,4,0,1,5,30569,1,24.78,5942.67,2,3
64,3,1,2,555,1,3,1,3,2,43718,36,19.08,4960.53,2,3
31,1,2,3,725,1,2,0,2,1,28666,15,85.7,10066.5,2,1
56,2,1,2,711,2,3,1,3,3,43806,17,78.53,3751.61,3,3
48,3,1,3,549,2,2,2,1,5,36846,7,98.29,878.87,3,1
27,1,2,2,704,1,1,0,1,0,30801,38,63.75,19478.34,1,1
46,0,1,2,494,1,2,0,1,3,24604,37,63.17,17781.14,3,2
45,3,2,1,622,1,1,0,3,4,45445,20,23.05,9194.7,1,3
26,0,3,1,515,2,4,1,1,5,33113,25,5.77,18194.91,3,1
30,0,2,1,537,2,4,1,2,0,31592,29,27.5,6023.2,3,3
31,1,1,1,573,0,2,0,3,5,32296,0,82.59,10350.45,1,1
65,2,1,2,653,2,2,2,3,2,26860,13,76.2,9094.7,3,1
22,3,3,1,789,1,4,0,2,2,31054,2,50.78,10966,2,3
43,0,2,1,688,2,1,0,1,2,44325,31,50.76,9967.73,3,1
30,3,2,3,566,0,3,1,2,4,41373,0,89.09,19404.73,2,2
31,0,2,1,598,1,4,2,1,5,52873,3,52.63,10439.01,2,2
25,2,2,3,783,2,2,2,3,2,43565,14,23.49,7966.2,1,2
24,3,2,2,510,0,1,2,1,2,37031,25,3.16,10845.59,2,1
52,1,3,2,632,2,3,1,1,2,33435,5,6.44,5733.32,3,3
76,0,2,3,424,2,2,0,1,1,29916,32,64.93,16596.71,3,1
62,1,2,2,637,2,3,2,1,3,36829,0,80.77,14157.94,3,1
74,2,2,2,726,2,1,0,3,2,31827,40,37.1,18182.04,1,2
63,1,2,2,613,2,3,1,2,5,19983,23,17.15,19883.87,3,3
30,2,1,1,641,0,2,1,2,0,43931,40,0.17,2172.01,1,3
79,2,1,1,627,2,3,2,2,0,28894,37,3.13,4040.74,2,1
74,1,1,1,689,1,4,2,3,4,26042,33,35.9,3987.8,3,3
70,1,1,2,663,2,1,2,1,4,16754,0,26.82,19911.02,2,1
62,1,2,1,696,0,1,0,2,5,59941,27,40.9,2063.52,2,1
63,3,3,2,653,2,1,1,1,5,67377,12,36.91,10463.87,1,1
35,0,2,3,777,0,1,0,2,0,34459,7,39.55,16985.02,2,2
37,3,1,1,617,2,1,2,1,3,3390,1,30.29,13078.97,3,1
49,3,1,3,759,2,2,0,2,0,44509,3,12.01,2279.83,1,2
69,2,1,1,676,0,1,0,2,0,66284,33,48.98,16986.34,1,2
60,1,3,1,615,1,1,2,1,3,29441,0,0.38,8499.84,2,3
25,1,2,3,845,1,1,1,1,5,58978,9,2.93,2279.32,1,1
64,3,1,1,732,0,2,0,3,5,13969,2,47.49,481.16,1,2
25,1,2,2,779,0,3,0,3,1,62589,23,32.82,4916.48,2,3
32,1,2,2,566,0,1,2,2,2,62682,18,80.53,19545.96,2,3
50,0,3,2,680,2,3,0,2,0,49762,26,16.63,14422.24,2,1
38,0,1,3,711,0,2,2,3,3,29415,6,60.87,5295.41,2,1
67,3,3,1,662,0,1,2,1,0,32036,28,10.14,4956.17,2,1
58,2,3,1,692,2,4,2,1,4,42249,23,83.51,4883.84,3,1
61,2,3,1,546,1,2,1,3,3,35929,6,30.27,373.42,2,3
34,2,3,2,669,0,1,1,3,5,44940,25,31.8,15366.68,2,3
62,1,2,2,712,1,3,2,1,3,41262,30,49.69,3778.2,3,3
65,2,3,1,612,0,2,1,3,4,28739,24,50.76,13632.68,2,3
75,0,2,1,677,2,2,0,1,3,35410,10,25.89,8208.53,3,1
78,0,1,3,568,1,1,1,2,1,60126,0,91.21,18208.36,2,2
50,1,3,1,476,0,1,0,2,2,44332,3,20.29,11384.76,2,3
78,1,1,1,557,1,2,0,3,3,32641,40,32.79,9005.13,2,3
70,0,3,3,588,0,1,1,2,5,36904,20,38.08,12409.84,1,1
40,1,3,3,678,0,3,1,2,0,44979,5,89.68,18705.93,2,1
23,1,1,3,567,1,1,0,1,0,43551,32,29.2,3377.52,3,1
79,2,1,3,831,1,2,0,1,2,54795,24,45.07,12706.43,1,2
34,0,1,1,644,0,1,1,3,1,19276,17,19.61,17471.89,2,3
45,3,2,1,759,1,1,1,2,1,39595,1,14.13,3318.98,1,1
55,3,3,3,671,1,2,1,1,4,52561,25,92.93,8043.37,2,1
21,1,3,3,695,1,3,2,3,3,42712,1,55.02,5469.14,2,3
27,1,2,3,633,2,4,0,2,2,37127,12,10.68,1555.31,3,3
46,2,1,1,735,0,1,2,3,3,75716,36,36.83,17538.94,1,2
64,3,3,2,491,0,3,0,3,0,54436,14,3.15,15787.68,2,3
40,0,1,2,623,1,2,1,1,2,17090,17,76.44,8227.08,1,1
19,1,3,1,695,2,3,2,2,4,43920,26,15.76,13705.23,2,1
45,1,1,3,669,2,1,1,3,4,40370,2,23.12,18495.16,1,1
24,1,3,2,616,1,2,1,1,1,54907,39,15.13,17788.15,2,1
35,1,2,1,574,2,4,0,1,4,29666,0,73.8,639.39,3,1
58,3,2,3,440,2,2,0,3,1,56542,21,57.43,1600.7,1,3
18,0,3,2,676,0,2,2,1,3,31590,3,11.94,14302.96,2,3
28,2,2,1,567,2,3,2,3,0,46843,31,54.31,10791.27,2,3
25,3,1,1,541,2,4,0,3,5,20477,13,89.52,10599.07,3,1
67,2,1,1,831,0,1,1,3,4,68665,0,43.97,18676.64,1,2
31,0,3,1,567,2,1,1,2,3,23626,1,14.07,19888.7,3,3
25,1,1,1,622,0,4,1,3,3,51382,6,47.47,8169.69,2,2
25,2,1,2,571,0,1,1,2,2,50831,12,46.25,2235.33,2,3
24,1,1,2,802,2,4,1,2,4,40468,26,80.96,64.43,2,2
80,0,1,2,688,2,2,0,1,3,42054,5,5.72,11899.91,3,1
69,2,2,2,588,1,1,1,2,2,41469,34,13.54,9220.07,2,3
80,3,1,1,750,2,2,1,3,2,40012,2,55.9,5823.67,1,1
67,1,1,2,660,2,4,0,2,0,35400,11,8.54,2367.57,3,3
25,3,2,2,540,1,3,0,2,2,36146,39,57.94,4062.16,2,3
26,2,2,1,618,1,2,1,1,1,60727,5,32.12,6615.16,2,1
55,0,3,3,711,1,2,0,3,1,17470,0,58.3,5772.03,3,3
78,2,2,3,722,2,3,1,3,4,39537,18,1.11,3354.6,3,1
60,2,1,1,686,0,4,0,1,1,50568,10,43.59,2075.69,2,1
65,3,3,1,697,2,2,1,2,1,42873,30,71.9,8380.59,1,1
76,2,1,2,750,0,3,0,2,0,29493,4,92.85,11166.44,2,3
59,1,1,1,701,1,3,2,3,4,29577,9,10.44,3101.27,3,3
54,1,2,3,690,0,2,2,2,4,35731,0,44.89,14513.52,3,2
73,1,3,2,677,2,4,2,3,5,15627,25,95.48,16314.1,3,3
78,3,3,3,531,2,1,0,2,4,52430,35,71.3,1524.34,2,3
69,1,1,3,602,2,2,0,1,4,34135,15,47.79,14990.22,1,1
26,2,1,1,661,2,2,1,2,5,33987,27,40.8,11868.73,1,3
20,3,2,2,594,2,1,2,1,5,40777,8,99.37,14477.55,2,1
51,2,3,2,743,0,4,1,2,0,24146,13,50.66,3664.05,2,1
52,2,3,1,726,1,4,2,1,3,34526,18,15.35,1403.96,2,3
18,3,2,2,767,2,2,0,2,2,51497,15,41.96,14880.22,1,2
76,2,1,3,759,2,3,2,2,5,12821,28,11.16,6849.17,3,1
57,2,1,2,565,0,3,0,3,0,23004,40,76.39,13896.6,2,2
78,3,3,3,551,0,2,2,2,1,34662,38,53.94,17191.97,2,1
75,1,2,1,504,2,1,1,2,5,24688,38,29.79,18206.19,1,1
20,1,1,1,690,0,1,1,1,3,46719,3,56.13,16768.53,2,3
49,1,1,3,525,2,3,0,3,5,32921,0,71.58,1380.25,3,1
23,0,2,2,472,1,2,2,3,3,20037,34,9.53,14228.6,2,3
57,0,1,2,845,1,3,0,3,5,34303,20,44.11,13942.15,1,2
32,1,1,1,649,0,1,1,1,5,44450,12,5.06,16125.67,2,3
34,0,3,1,882,0,4,0,1,2,41220,13,23.23,10075.73,2,1
48,1,1,2,665,0,1,0,3,1,23725,23,83.41,11132.4,2,1
37,0,2,1,670,0,2,1,3,4,44921,14,17.65,4389.33,2,3
36,0,3,1,529,1,4,2,1,1,43267,0,12.41,571.18,2,3
35,1,2,3,758,0,2,1,3,4,25429,23,15.19,19188.61,3,3
52,3,1,3,679,2,1,1,3,3,54437,37,66.44,12571.87,1,3
72,2,2,2,744,1,4,1,2,1,34282,26,32.04,11578.26,2,1
33,3,3,1,700,0,4,1,3,2,14911,15,27.33,1413.3,2,3
46,3,2,2,773,1,4,0,3,1,41351,28,20.32,13676.62,1,3
28,0,3,3,675,1,4,2,2,3,25111,19,33.99,2296.8,2,3
22,3,2,3,535,1,1,0,1,5,49412,31,98.52,1831.65,2,1
29,1,3,3,663,2,2,2,2,1,20217,33,84.15,1026.97,1,1
20,2,2,3,557,0,3,1,2,4,46269,15,94.62,19818.98,2,2
55,0,2,2,643,2,4,2,2,0,46561,33,75.65,5314.95,3,3
53,1,3,3,582,0,2,2,2,4,23854,23,73.04,18081.33,2,3
47,3,3,2,398,1,4,2,1,1,66038,11,64.48,18825.3,2,1
45,0,2,2,548,2,3,2,3,5,36430,40,47.23,4327.19,2,3
72,3,2,1,825,1,2,2,2,2,42561,5,18.61,12231.27,2,1
78,2,2,2,695,1,2,1,2,2,89288,3,94.47,12313.64,1,2
38,1,3,3,617,0,2,2,2,3,47822,0,46.71,14139.76,3,2
49,2,3,3,595,2,2,0,2,3,29692,0,3.81,1801.54,3,1
80,2,3,3,669,0,3,2,3,2,47290,37,99.17,13042.42,2,1
27,1,2,2,545,1,1,2,1,5,65023,31,4.57,10404.4,1,1
37,1,1,2,650,2,3,0,1,5,46261,7,71.27,19579.94,3,2
58,3,3,2,671,2,1,2,1,5,45466,4,9.73,1791.81,3,1
64,1,1,3,695,0,1,1,3,4,27274,33,19.67,1287.44,1,3
59,0,1,1,726,0,1,0,3,2,54152,12,77.92,5411.22,2,1
47,0,1,2,614,1,2,2,2,3,27961,15,17.51,13285.27,3,2
67,3,2,2,667,1,3,1,2,4,57730,9,15.9,12935.19,1,2
28,0,3,1,700,1,4,1,2,2,36289,0,48.66,18748.83,3,1
45,0,1,1,638,0,2,1,3,3,42806,21,93.92,4351.51,2,1
